track_name,artists,tempo,energy,loudness,valence
How to Save a Life - Live in NYC - 2009,The Fray,119.134,0.294,-12.181,0.204
Kitta Nerungi Vaadi,Vijay Antony;Sukhwinder Singh;Gayathri,89.807,0.813,-6.198,0.802
sex money feelings die,Lykke Li,134.055,0.534,-6.347,0.631
Hip-Hop Freeze Dance,The Kiboomers,84.922,0.794,-7.075,0.517
665 - El vecino del diablo,Bürdel King,204.051,0.961,-3.709,0.641
Frosty The Snowman,Ella Fitzgerald,76.783,0.502,-7.57,0.836
Good Feeling,Flo Rida,128.012,0.89,-4.447,0.685
Rockin' Around The Christmas Tree,Brenda Lee,71.078,0.569,-5.956,0.874
Hammer,Dirtyphonics;Sullivan King,180.008,0.878,-3.068,0.205
High,ReOrder;Jordan Tobias;Crowd+Ctrl;Ben Thrills,123.002,0.582,-10.114,0.0744
Deep Inside of You,Third Eye Blind,81.599,0.558,-6.605,0.16
Mit dir,Andreas Gabalier,156.043,0.882,-3.534,0.582
What They'll Say About Us,FINNEAS,144.988,0.318,-13.036,0.0897
Bom Diggy Diggy,Zack Knight;Jasmin Walia,104.032,0.827,-4.219,0.498
Jelly-Bean,Gaze,113.86,0.922,-6.786,0.828
Slide (feat. Frank Ocean & Migos),Calvin Harris;Frank Ocean;Migos,104.066,0.795,-3.299,0.511
ALL GIRLS ARE THE SAME,RØNIN,118.065,0.343,-10.923,0.468
22 Minutos / Sintomas de Amor - Ao Vivo,Vitinho,155.852,0.754,-4.371,0.628
Sakalakashanga,Harry Nach;Ñejo;DIGITAL KINGZ,173.922,0.859,-4.423,0.824
存在,Wang Feng,57.024,0.631,-4.851,0.325
Цыганские напевы,Nikolai Erdenko,179.042,0.269,-14.806,0.25
Dame Un Beso Y Dime Adios (Kiss Me And Say Goodbye),Grupo Yndio,61.737,0.748,-5.419,0.489
ATK,Bonobo,127.983,0.882,-8.886,0.583
Sofri em Dobro - Ao Vivo,Diego & Arnaldo,115.95,0.85,-4.48,0.545
Speed Law,Mos Def,98.02,0.667,-7.636,0.695
The Little Drummer Boy,Stevie Wonder,134.511,0.448,-13.53,0.351
"You Can't Fire Me, I Quit",Tacocat,116.529,0.906,-4.311,0.553
far away from here,yaeow,74.97,0.236,-15.844,0.236
Nueve,Enjambre,132.054,0.832,-5.235,0.509
Dream A Little Dream Of Me - Single Version,Ella Fitzgerald;Louis Armstrong,76.497,0.104,-17.042,0.394
"Farewell, My Camp",Nikolay Kopylov,90.518,0.371,-8.654,0.392
永恆的愛,Danny Chan;Joe Wong;Tom Brown,77.386,0.323,-9.711,0.106
Let It Rock - Single Version,Chuck Berry,164.851,0.716,-12.387,0.935
Mother Superior,Good Riddance,100.786,0.829,-11.658,0.687
No Me Conoce - Remix,Jhayco;J Balvin;Bad Bunny,91.992,0.786,-3.837,0.575
Fee Ra Huri,OMNIA,129.936,0.869,-6.994,0.661
Rasteira - Ao Vivo,Henrique & Juliano,106.046,0.692,-5.364,0.598
"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar;Dhvani Bhanushali;Ikka;Tanishk Bagchi,104.054,0.912,-3.665,0.674
Affliction,ZABO,99.98,0.909,-2.77,0.21
secret base ~君がくれたもの~ feat.えみい (テーマパークガール),kobasolo;えみい,133.895,0.536,-3.236,0.348
Move to the Music,Busy Signal;Oryane,115.024,0.849,-5.256,0.616
Glad You Came,We Came As Romans,129.996,0.943,-4.168,0.277
Sweetheart,Dev Negi,123.039,0.806,-6.277,0.925
Gözlerin Doğuyor Gecelerime,Zeki Müren,88.253,0.501,-13.298,0.543
シンデレラ,Cidergirl,129.981,0.955,-2.617,0.717
斷點,Hins Cheung,99.945,0.384,-8.877,0.197
A Big Old Downpour,White Noise Research,123.451,1.0,-17.693,1e-05
Entre A Cruz E A Espada,Soweto,145.493,0.777,-6.798,0.69
I'll Go To My Grave Lovin' You,Dailey & Vincent,104.193,0.638,-5.097,0.644
唯獨你是不可取替,Eman Lam,83.084,0.201,-16.477,0.487
What Christmas Means To Me - Single Version / Mono,Stevie Wonder,83.506,0.7,-6.961,0.799
A State Of Trance (ASOT 1090) - Contact Service For Dreamers,Armin van Buuren,132.478,0.703,-7.055,0.743
"Mira, Mira, Mira (Yummy, Yummy)",Magneto,128.924,0.637,-11.69,0.954
Timeless,Ocoeur,180.033,0.345,-16.941,0.0381
FANCY,TWICE,132.018,0.874,-2.15,0.775
Amnesiac,UMEK,126.009,0.831,-9.426,0.337
A Bitch Is A Bitch,N.W.A.,97.113,0.636,-5.893,0.784
Not Another Rockstar,Maisie Peters,91.041,0.815,-2.141,0.818
Normal,Feid,170.079,0.557,-4.861,0.594
Sexo En La Playa,Ñejo & Dalmata,94.013,0.712,-7.097,0.622
Mano a Mano,Adriana Varela,108.895,0.473,-11.429,0.519
Guitar Concerto in D Major,Henrik Janson,113.376,0.144,-17.729,0.167
Break Ya King - Dub Edit,Shade k;Terrie Kynd,131.996,0.927,-7.488,0.4
Soldier Of Fortune - 2009 Digital Remaster,Deep Purple,133.615,0.313,-13.007,0.225
Em Memória,Manger Cadavre?,85.568,0.968,-5.706,0.0698
Shikayatein,Mohan Kannan;Amitabh Bhattacharya,78.05,0.423,-8.874,0.154
ラブソング,Yamazaru,168.152,0.858,-3.771,0.695
Heaven and Hell - 2007 Remaster,Black Sabbath,87.807,0.694,-8.203,0.321
"Marta, Sebas, Guille y los demás",Amaral,102.473,0.853,-4.559,0.66
The Business,Tiësto,120.031,0.62,-7.079,0.235
The Full Moon Melody,The Wiggles,133.949,0.664,-4.95,0.796
Journey Within,George Skaroulis,201.467,0.0515,-19.967,0.258
被人 Facade,Joker Xue,111.922,0.398,-9.06,0.108
Poznajcie naszą rodzinę,Germaine Franco,96.469,0.32,-14.865,0.254
Diles,Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,118.033,0.56,-5.904,0.287
LDMF - (Wildstylez Rmx),The Masochist,150.014,0.862,-7.384,0.0751
Richtung Norden,Hi! Spencer,148.013,0.865,-5.502,0.341
At My Worst,Pink Sweat$,91.921,0.415,-5.926,0.667
Bolo de Rolo,DUDA BEAT,140.007,0.649,-8.05,0.38
The Dark of You,Breaking Benjamin,97.083,0.646,-6.878,0.16
Watermelon Time In Georgia - Single Version,Lefty Frizzell,113.829,0.53,-10.326,0.818
Kong,Bonobo,94.031,0.749,-8.333,0.674
So Are You To Me,Eastmountainsouth,140.485,0.0783,-14.968,0.231
What $ Love (What Price Love) - Roman's Remix,Romanthony;Roman,120.538,0.708,-7.411,0.478
Si Te Dijeron,Gilberto Santa Rosa,93.208,0.783,-6.046,0.789
De Tranquilote,Danny Romero;Lérica,79.929,0.669,-7.15,0.889
Чардаш Тассилло Из Оперетты ''марица'',Nikolay Kopylov,89.123,0.453,-8.486,0.347
We'll Be Alright (Movie Edit),RADWIMPS,95.328,0.599,-6.847,0.0653
Morena Bonita,Gino & Geno,113.616,0.803,-4.706,0.901
K.,Cigarettes After Sex,188.31,0.405,-10.257,0.303
Semi Truck,Teenage Bottlerocket,99.982,0.971,-2.857,0.321
"Manavaalan Thug - From ""Thallumaala""",Dabzee;SA,96.049,0.583,-8.771,0.478
Esta Si,Vini Vici;Diego Miranda;Chimo Bayo,138.051,0.966,-5.769,0.0941
Tigini (Remix),Rvfv;Kikimoteleba,135.018,0.655,-5.971,0.662
I Remember,Cheat Codes;Russell Dickerson,100.052,0.737,-4.27,0.621
De Paso Nomás,La 25,126.022,0.846,-4.427,0.965
No Name No Slogan,Acid Horse,122.412,0.986,-3.322,0.785
Papa Mama Loca Pipa,The Minions,97.36,0.922,-5.154,0.87
Wo sind die Engel in der Nacht?,Rolf Zuckowski,114.985,0.201,-12.789,0.43
Garras,Horcas,146.78,0.95,-4.009,0.778
Maggie,Phil Coulter,132.307,0.0522,-23.112,0.185
Main Theme [True Romance],Hans Zimmer;Orchestra,96.412,0.487,-16.316,0.293
O Descobridor dos Sete Mares,Tim Maia,137.261,0.91,-4.783,0.774
Papel de pão - Ao vivo,Jorge Aragão,155.835,0.775,-9.836,0.811
The Guitar Guy at the Party,Mike Birbiglia,150.668,0.713,-8.365,0.674
I'm Sorry For Saying I'm Sorry,The Arrivals,177.834,0.819,-6.312,0.494
Animal,Def Leppard,119.526,0.921,-5.215,0.613
Gravity (Flyboy Remix feat. French Horn Rebellion & Flyboy),Autograf;French Horn Rebellion;Flyboy,120.042,0.565,-7.702,0.153
And They're Off,Jonathan Groff;Alyse Alan Louis;Jenni Barber;Rema Webb;Bradley Dean;Quentin Earl Darrington;Josh Lamon,78.715,0.695,-3.892,0.488
Heads Will Roll,Yeah Yeah Yeahs,132.013,0.903,-4.46,0.791
Tiger,The Hub Caps,89.992,0.948,-5.646,0.964
おいでシャンプー,Nogizaka46,159.917,0.878,-2.592,0.822
Cara E' Pasmao',Los Amigos Invisibles,103.006,0.925,-3.932,0.898
Phantom Funeral,Desaster,163.551,0.994,-4.908,0.0383
Sussurros na Fumaça,Sain,137.201,0.656,-5.347,0.432
House by the Sea (Extended Version),Marco Wagner;Dave Brown,127.951,0.947,-3.878,0.765
Siberian Soup,The Meow Meows,141.088,0.645,-5.524,0.336
Lonely This Christmas,KT Tunstall,85.262,0.153,-10.74,0.18
Thriller,Kidz Bop Kids,119.059,0.972,-5.397,0.756
Entero O A Pedazos - Acustico,Catupecu Machu,101.204,0.468,-7.287,0.352
Everyone I Know Has Fangs,He Is Legend,176.003,0.966,-4.816,0.567
"New To You (with Normani, Tinashe, & Offset)",Calvin Harris;Normani;Tinashe;Offset,96.023,0.707,-5.09,0.802
"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,140.025,0.809,-10.0,0.814
Free Fall,Anja Schneider,125.0,0.734,-9.163,0.152
Dhindora,Kailash Kher,123.954,0.746,-6.859,0.788
Rock Civilization - Technoboy's Undersound Mix,Headhunterz,150.041,0.876,-4.984,0.361
Kamarikan,From The Vastland,119.898,0.539,-7.317,0.0391
I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Lana Del Rey,139.592,0.183,-15.414,0.381
Alma Mater,Moonspell,142.457,0.955,-5.061,0.151
Outono,Priscila Tossan,120.033,0.283,-11.61,0.437
Sleigh Ride,Ella Fitzgerald,77.117,0.287,-12.472,0.639
Major Tom - Coming Home,Peter Schilling,161.247,0.42,-14.32,0.838
Up Through the Ashes,Kamelot,119.84,0.979,-2.391,0.183
Rockland,Gracie Abrams,125.743,0.402,-11.344,0.397
Betray Di Gaza Boss,Vybz Kartel;Tommy Lee,120.046,0.685,-4.702,0.758
Supersonic (VIP),Noisia;Skrillex;josh pan;Dylan Brady,172.028,0.506,-7.885,0.0613
Velvet Roof,Buffalo Tom,134.993,0.937,-8.99,0.604
B12,Grey Daze,154.99,0.922,-5.136,0.535
White Devil,Alexisonfire,95.437,0.871,-5.416,0.349
Forever Young,John De Sohn;LIAMOO,121.98,0.621,-6.045,0.584
Brown Noise For Sleep 3,Granular,0.0,0.836,-24.271,0.0
Тальянка,Сергей Зыков,81.021,0.322,-11.513,0.198
Decapitation (Odeath - 911 Cut),Girl Pusher,139.841,0.456,-9.638,0.425
3分29秒,Hitorie,101.27,0.914,-3.363,0.692
No Lie - Delirious & Alex K Remix,Sean Paul;Dua Lipa;Delirious & Alex K,102.018,0.733,-3.263,0.485
再見,G.E.M.,135.889,0.538,-6.712,0.157
Yellow Submarine,Sweet Little Band,113.051,0.262,-9.201,0.776
Authority,Vondkreistan,106.006,0.784,-7.94,0.51
8 b4 Dawn - Original Mix,Octave One,125.942,0.277,-15.239,0.0784
Streets Of Gold,Boris Brejcha;Ann Clue,125.01,0.603,-10.992,0.143
Alpha Conde,Tiken Jah Fakoly,75.89,0.48,-8.784,0.87
ninelie,Aimer;Chelly,172.063,0.85,-5.558,0.206
From Above,Albin Svensson,94.112,0.0737,-26.048,0.294
I Feel Good,Pink Sweat$,106.0,0.75,-4.67,0.628
Smile,Johnny Stimson,87.863,0.323,-10.225,0.434
Workout,Frankie Knuckles,118.759,0.567,-12.667,0.507
Andrea,Bad Bunny;Buscabulla,103.071,0.616,-10.229,0.451
Dead!,My Chemical Romance,99.331,0.973,-1.945,0.362
自知之明,Pong Nan;Tang Siu Hau,125.398,0.23,-10.254,0.472
Apple Blossom,The White Stripes,128.193,0.454,-7.896,0.626
FRESH KERIAS,Feid;Maluma;Sky Rompiendo,186.096,0.582,-4.445,0.713
Bad Memories,MEDUZA;James Carter;Elley Duhé;FAST BOY,123.998,0.767,-6.069,0.662
Are You Sleeping? (Brother John),CoComelon,110.022,0.301,-8.11,0.891
Liebe gewinnt,Brings,144.107,0.654,-5.584,0.344
Terminar na Cama,Grupo Sem Abuso;Daniel Caon,153.922,0.806,-5.94,0.926
角を曲がる,Keyakizaka46,141.934,0.701,-4.95,0.566
Introvert,Takeova,94.78,0.506,-7.774,0.707
I Wanna Be Yours,Arctic Monkeys,67.528,0.417,-9.345,0.479
Boote in der Nacht,Jubiläumscast Wien 2012,89.299,0.311,-11.557,0.165
Oh! Darling - Remastered 2009,The Beatles,173.93,0.656,-8.412,0.549
Poem - Live Version,Taproot,108.256,0.984,-4.715,0.417
Demons & Shame,Kite,163.094,0.86,-4.999,0.249
Justo Que Te Vas,Ricardo Iorio,93.969,0.778,-3.941,0.52
Jubal,Fejká,120.01,0.838,-9.902,0.0348
Pomocy!,Germaine Franco,74.791,0.0569,-27.911,0.034
Memories (ABGT499D3),Andrew Bayer,127.975,0.896,-6.664,0.385
ヒカリアレ,BURNOUT SYNDROMES,178.061,0.941,-1.741,0.35
Revitalizar,Pense,113.014,0.991,-4.568,0.777
Más Allá De Tu Ventana - Studio,Hillsong Young & Free;Hillsong en Español,136.946,0.655,-8.001,0.2
Strings,iyla,80.031,0.558,-4.339,0.7
Dancin (feat. Luvli) - Krono Remix,Aaron Smith;Krono;Luvli,119.896,0.741,-6.529,0.357
Atur Aku,Burgerkill,99.827,0.98,-5.191,0.244
Yippee Space Ghost,Kelpe,102.981,0.533,-8.382,0.287
Eu Tenho Muito Mais - Live Version,Pique Novo;Vavá,146.991,0.876,-7.295,0.67
Rollin',Brave Girls,124.958,0.859,-4.118,0.541
Battle of Evermore,Blind Faith,145.092,0.416,-13.251,0.374
La Camisa Vieja,Cepeda,79.228,0.686,-6.287,0.486
Kembali Ke Akar,Navicula,105.037,0.917,-5.732,0.946
La réincarnation de Biggie,ISHA,124.644,0.506,-7.861,0.306
Visão de Cria,MC Rhamon,175.783,0.603,-5.882,0.396
Nagavalli - Reprise Version,Bharath Sajikumar,153.944,0.298,-10.359,0.327
Oh Oh Yeah,Morcheeba,119.983,0.485,-9.984,0.334
Sun Will Shine,Robin Schulz;Tom Walker,125.99,0.714,-6.347,0.415
No Regrets (feat. Krewella) - RANDALL Remix,KSHMR;Yves V;Krewella;RANDALL,95.046,0.846,-5.146,0.488
La Zona del Terror,Sekta Core,111.041,0.969,-2.492,0.95
Scarecrow People - 2001 Remaster,XTC,94.648,0.89,-4.998,0.92
La cumparsita,Nelly Omar,60.748,0.339,-8.627,0.452
The Beautiful People,Marilyn Manson,144.037,0.948,-4.938,0.786
Södra Korset,Thåström,99.996,0.54,-10.806,0.0807
Yalvarırım - Live,Tan Taşçı,142.808,0.404,-8.75,0.229
Yaara,Armaan Malik;Sam C.S.;Manoj Muntashir,80.004,0.433,-9.075,0.22
XQ Te Pones Así,Feid;Yandel,92.03,0.697,-3.441,0.477
Somewhere I Belong,Linkin Park,162.065,0.951,-3.754,0.442
Del Camionero - En Vivo All Boys,Almafuerte,133.937,0.873,-6.326,0.186
More Than Words,Extreme,91.259,0.242,-8.658,0.228
LAst dAy oN EaRTh,Tai Verdes,83.938,0.552,-5.83,0.336
Blue Line Cretin,The Red Chord,79.748,0.968,-4.733,0.272
Halloween,Misfits,108.729,0.937,-9.01,0.0957
Tum Jo Aaye,Pritam;Rahat Fateh Ali Khan;Tulsi Kumar,83.706,0.841,-4.449,0.927
Venga Mi Vida,Juanafé,88.058,0.542,-5.923,0.724
Redlight,Swedish House Mafia;Sting,125.012,0.655,-5.999,0.207
Листопад,Valery Obodzinsky,118.63,0.412,-13.157,0.719
Brooklyn Hangover,Nicole Moudaber,125.878,0.835,-10.673,0.0879
Frances Farmer Will Have Her Revenge On Seattle,Nirvana,117.051,0.723,-10.08,0.554
Für Dich,Mickie Krause,139.966,0.996,-2.635,0.382
Begin By Letting Go,Etherwood,173.021,0.499,-6.904,0.0398
The Real Slim Shady,Eminem,104.504,0.661,-4.244,0.76
Outro Na Fornalha (Another In The Fire) - Ao Vivo,Mari Borges;Sarah Beatriz,129.924,0.758,-6.165,0.192
"Hold On, I'm Comin'",Sam & Dave,106.84,0.338,-14.029,0.912
"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel,78.99,0.676,-6.878,0.919
Come And Get It - Remastered 2010,Badfinger,94.004,0.629,-6.9,0.606
Dimma Över Mångsbodarna,Sportlov,170.907,0.802,-6.998,0.17
Strawberry Smile Magic,すとぷり,134.018,0.934,-3.262,0.593
Las Batallas/Rarotonga - MTV Unplugged,Café Tacvba,164.655,0.949,-8.056,0.441
Why? Why?,Bogdan Raczynski,113.273,0.88,-7.082,0.341
Giving In To The Change - Assemblage 23 Mix,Imperative Reaction,126.994,0.962,-6.779,0.682
Mente Completa,Petra Espiritu,69.883,0.00267,-20.489,0.0964
Transition 2,Lindsay Mendez,103.862,0.336,-10.893,0.527
Still Got The Blues,Gary Moore,169.563,0.39,-14.497,0.32
All Star,Smash Mouth,104.02,0.867,-5.881,0.776
Belfast - Yotto Remix,Orbital;Yotto,123.007,0.895,-9.447,0.0699
Seven Drunken Nights,Celtic Thunder,124.892,0.711,-9.988,0.35
サママ・フェスティバル!,Mrs. GREEN APPLE,169.963,0.963,-1.707,0.607
6 'n the Mornin',ICE-T,91.919,0.745,-6.637,0.579
Você - Ao Vivo,Novo Som;Catedral,113.272,0.742,-6.54,0.785
Tu És Bom (You Are Good),Rodrigo Mozart,127.727,0.778,-4.811,0.574
Bully,Shinedown,77.011,0.969,-2.34,0.48
Von vorne nach hinten...von links nach rechts - Party Version,Mickie Krause,135.064,0.994,-2.806,0.651
You Deserve the Glory,Aaron Keyes,132.06,0.417,-10.491,0.309
IK SCHIET JE KAPOT,Noisekick;Paranoizer,127.453,0.991,-2.584,0.375
Chithramanikkaattil,Gowry Lekshmi,130.059,0.524,-9.012,0.404
"Shiva Style - Berg, Phanatic Remix",Mandragora;Berg;Phanatic,138.002,0.754,-7.816,0.232
Psycho,ThirumaLi,150.02,0.701,-12.593,0.55
Love of Money,Vybz Kartel,112.152,0.719,-8.017,0.593
Darf ich bitten,Miss Chantal,123.957,0.918,-3.036,0.511
MIA,Bad Bunny;Drake,97.061,0.539,-6.349,0.158
Just Rewards,Napalm Death,85.944,0.989,-5.762,0.0405
Mixtape : Time Out,Stray Kids,160.006,0.945,-1.934,0.389
They,Entombed,138.382,0.994,-5.352,0.0398
Waves (feat. Grace Tither),BLOND:ISH;Grace Tither,121.008,0.763,-9.774,0.715
Мечты,Александр Цфасман;Вокальное Трио,117.624,0.14,-20.719,0.226
With Your Hope - Maor Levi Remix,Above & Beyond;Richard Bedford;Maor Levi,127.993,0.966,-4.005,0.239
Dil Chahta Hai,Shankar Mahadevan,103.953,0.554,-9.105,0.782
Show Me The Magic,Jamie Cullum,123.573,0.489,-5.594,0.543
暗湧,Faye Wong,181.1,0.213,-17.136,0.326
Marguerita,Elvis Presley,166.897,0.403,-14.768,0.555
Get Money,Junior M.A.F.I.A.,91.224,0.828,-5.835,0.899
I Wish I Was A Hipster WCL-F Remix - West Coast Lo-Fi Remix,Bassnectar;West Coast Lo-Fi,115.0,0.642,-6.986,0.0504
"Pondattee - From ""Golisoda 2""",Achu,169.999,0.624,-7.942,0.759
Nowhere,Clean Bandit;Rita Ora;KYLE,100.015,0.624,-6.024,0.755
別勉強,G.E.M.;Eric Chou,164.104,0.378,-10.372,0.248
Born Again,Beast In Black,119.993,0.883,-6.896,0.462
Happier,Marshmello;Bastille,100.011,0.792,-2.749,0.671
Gully's Lament,Lorne Balfe,79.936,0.0462,-20.067,0.0396
Cusp,Cloud Rat,92.495,0.975,-7.376,0.164
Ishara To Karo JI,Palak Muchhal,90.089,0.457,-9.072,0.228
Soy Vos,Árbol,166.024,0.904,-3.621,0.624
blue,sammy rash,176.189,0.438,-9.318,0.795
Lucro/Descomprimindo (Mulú Remix),BaianaSystem;Mulú,104.984,0.607,-7.932,0.187
Come un fiume tu,Andrea Bocelli,91.541,0.464,-7.261,0.113
"Um Dia Bom, Um Dia Besta",Sandy;Thiaguinho,79.958,0.373,-9.409,0.312
La Última Copa,Julio Sosa,104.767,0.246,-12.737,0.827
Irene's Theme,David Arnold;Michael Price,88.768,0.0399,-19.078,0.724
Killing Me,Omar Apollo,84.004,0.27,-9.515,0.608
only in the night (feat. Sarcastic Sounds),Kina;Sarcastic Sounds,80.98,0.346,-13.175,0.315
Silent Night,The Temptations,89.643,0.344,-11.713,0.241
Heartache On The Dance Floor,Jon Pardi,115.997,0.833,-4.308,0.618
Once I Caught a Fish Alive,LooLoo Kids,170.005,0.856,-3.642,0.893
Blindness,Azhirock,159.947,0.976,-3.214,0.517
Das rote Pferd,Markus Becker;Die Mallorca Cowboys,133.995,0.997,-1.975,0.691
It Is Written,Doug Benson,119.71,0.943,-4.544,0.39
Uno,Juan D'Arienzo;Héctor Mauré,139.686,0.365,-11.557,0.601
Hey Metallica,Archagathus,116.232,0.968,-6.378,0.179
OK Not To Be OK,Marshmello;Demi Lovato,103.072,0.837,-5.025,0.263
The Upper East,Banes World;Dancody,77.583,0.508,-7.262,0.376
Será,Amistades Peligrosas,83.942,0.39,-8.944,0.283
The Trip,Still Corners,120.0,0.736,-6.594,0.42
Das ist unser letzter Tanz - Single Version,Marco Kloss,130.056,0.72,-6.806,0.856
Looking For More,Koven,149.985,0.874,-4.763,0.188
You And Me And The Devil Makes 3,Marilyn Manson,128.021,0.964,-5.754,0.399
Happier,Marshmello;Bastille,100.015,0.792,-2.749,0.671
Waves,Lenzman,171.979,0.88,-7.286,0.0848
El Forastero - Remasterizado 2016,Riff,151.0,0.803,-9.47,0.857
Es müsste immer Musik da sein,ZSK,104.822,0.986,-3.223,0.418
RELOAD,PEEKABOO;Caspa,139.943,0.755,-2.978,0.288
A Casa Caiu,Ageu Soares,119.084,0.916,-5.223,0.783
The Old Country Church,Webb Pierce;Anita Kerr Singers,137.858,0.285,-11.989,0.467
I Wish I Missed My Ex,Mahalia,95.023,0.669,-4.185,0.546
Young Folks,Peter Bjorn and John,138.185,0.812,-6.005,0.662
Hipogrifo,Sagaz,84.312,0.45,-9.301,0.564
Chapman,Olivier Abeille,68.961,0.295,-16.641,0.279
Mary Had a Little Lamb,Toddler Tunes,80.006,0.439,-7.152,0.961
Que Amiga é Essa,Yasmin Santos,73.51,0.78,-4.314,0.426
Asi No Se Puede Muchaches,Romperayo,112.01,0.885,-5.579,0.832
Lost,Frank Ocean,123.061,0.603,-4.892,0.497
Card House,Chris Liebing;Miles Cooper Seaton;Ralf Hildenbeutel,125.003,0.403,-14.259,0.108
Open Up Your Eyes,Tonic,98.765,0.89,-5.857,0.286
Blast Damage,Deterioration,122.841,0.754,-8.541,0.233
Shine A Light,Hardwell;Wildstylez;KiFi,147.847,0.758,-2.773,0.252
Meu Casamento,Kiloucura,75.032,0.525,-13.626,0.729
David Doesn't Eat,Scooter,141.982,0.938,-4.434,0.502
Why I Love You - Main Mix,DJ Sneak,125.017,0.908,-8.805,0.642
Marie,Rumer,167.449,0.079,-16.861,0.155
Worth It,Pamputtae;D Mafia Muzik,127.977,0.629,-5.647,0.683
pirate song,mehro,179.928,0.401,-11.505,0.269
Lacee's Groove,Lacee,103.011,0.64,-4.098,0.563
Pehli Baarish,Akanksha Bhandari,91.974,0.342,-12.659,0.574
Kabalah,Blastoyz;Reality Test,103.482,0.984,-3.091,0.0992
Settled Down,Watchhouse,118.207,0.294,-10.222,0.308
Mi Novia De Ayer,Alfredo De Angelis;Floreal Ruiz,106.091,0.305,-12.174,0.631
Under The Double Eagle,Norman Blake,112.821,0.397,-18.194,0.855
Vim Pra Ficar - Ao Vivo,Matheus & Kauan,144.754,0.664,-5.703,0.476
El Fin del Mundo,La La Love You;Axolotes Mexicanos,127.052,0.866,-4.594,0.677
Go Down Deh (feat. Shaggy and Sean Paul),Spice;Shaggy;Sean Paul,89.999,0.764,-5.112,0.578
West Coast,OneRepublic,134.057,0.699,-7.803,0.884
Traição à Primeira Vista,Kiko Chicabana,165.724,0.908,-3.115,0.753
Chinna Kannan,M. Balamuralikrishna,128.171,0.833,-7.073,0.582
The Reason,Hoobastank,82.94,0.671,-4.649,0.0682
Make It To Christmas,Alessia Cara,77.054,0.522,-7.87,0.305
Pra Gente Se Encontrar de Novo,Grupo Sensação,138.934,0.58,-10.59,0.655
Breathe (feat. kaspara),Syn Cole;Kaspara,121.988,0.749,-5.214,0.589
Ahora Me Llama,KAROL G;Bad Bunny,135.009,0.577,-5.273,0.123
Ignite - 2016 League Of Legends World Championship,Zedd,127.967,0.741,-4.442,0.387
秘密,sumika,82.08,0.54,-7.491,0.394
Breathe,Télépopmusik;Angela McCluskey,113.988,0.684,-13.337,0.616
Black Sheets Of Rain,Bob Mould,192.527,0.909,-11.323,0.226
Helvetti jäätyy,Kotiteollisuus,147.893,0.902,-3.801,0.559
Limoncello,Green Bicycle,94.995,0.482,-13.173,0.124
Blinding Lights,The Weeknd,171.005,0.73,-5.934,0.334
Grajauex - Live,Criolo;Emicida,176.67,0.905,-5.776,0.468
Sueño Imposible,Rafael Vázquez;Rondalla Mexicana Del Chato Franco,189.419,0.333,-9.627,0.33
Microbots,Neonlight,174.026,0.955,-2.489,0.107
Back To My Love,Tritonal;Marlhy,123.032,0.924,-6.062,0.0802
Freaks,Surf Curse,179.626,0.941,-9.918,0.407
She Had Me at Heads Carolina,Cole Swindell,134.944,0.912,-3.449,0.722
Oceans,Dash Berlin,132.014,0.861,-2.683,0.324
Epic,Faith No More,174.298,0.899,-7.069,0.27
Après vous,Marie-Flore,124.104,0.239,-10.738,0.115
Hooked,Martin Ikin,125.989,0.998,-5.934,0.724
Slow It Down (feat. L8NCY),Jason Ross;L8NCY,150.227,0.742,-5.071,0.119
Eternal Flow,Justin Jet Zorbas;Inum,102.99,0.675,-12.817,0.323
Idiosyncratic,Napalm Death,106.502,0.995,-5.056,0.0739
Schifoan,Lorenz Büffel,130.959,0.998,-2.333,0.97
El Primero,Grupo Azteka,80.105,0.63,-4.933,0.669
In The Name Of Love - Recorded At Spotify Studios NYC,Kari Jobe,134.023,0.375,-8.985,0.187
Gentle Rain Sounds,Rain Sounds,98.834,1.0,-27.417,1e-05
Profondo Rosso Kore,AnGy KoRe,130.012,0.795,-6.07,0.0676
Blockbuster feat. YEONJUN of TOMORROW X TOGETHER,ENHYPEN;YEONJUN,159.922,0.926,-4.589,0.642
21 Reasons,Nathan Dawe;Ella Henderson,123.96,0.785,-4.499,0.779
痴情月娘島,Huang Yee Ling,144.092,0.264,-14.867,0.15
better off,Jeremy Zucker;Chelsea Cutler,98.892,0.322,-12.46,0.46
Christmas In Heaven,Scotty McCreery,80.967,0.515,-5.654,0.256
Run For A Fall - Live At Paradiso,Epica,112.003,0.583,-8.182,0.251
sugar at the bottom,Hayley Kiyoko,101.985,0.565,-6.983,0.549
Blue Moon - Remastered,The Marcels,127.672,0.465,-8.745,0.872
Om Nama Shivaya,Nithyasree Mahadevan,123.851,0.21,-10.948,0.42
Lips Of An Angel,Hinder,129.084,0.736,-5.38,0.251
