track_name,artists,tempo,energy,loudness,valence
"Boris Godunov, Act IV Scene 2: ""Tsarevich skorey!""",Иван Петров;Alexander Melik-Pashayev;Оркестр Большого театра,140.523,0.115,-22.21,0.0917
Подмосковные вечера,"Группа ""Загадка""",120.793,0.152,-11.998,0.288
Son de Amores (V20.0),Andy & Lucas;Abraham Mateo;Lérica,92.988,0.815,-4.55,0.701
Azhagaai Pookkuthey,Vijay Antony;Janaki Iyer;VV Prassanna,149.825,0.522,-7.94,0.356
Alegre Menina,Mart'nália;Luiza Possi,100.046,0.413,-12.893,0.614
Feel the Panic,Freestylers,119.919,0.925,-9.858,0.56
Anti You,Blue Stahli,131.892,0.81,-7.323,0.503
Bentley's Gonna Sort You Out,Bentley Rhythm Ace,103.984,0.935,-8.774,0.811
愛你,Kimberley Chen,144.027,0.521,-6.721,0.142
BADMIND A KILL DEM,Chronic Law;ATTOMATIC RECORDS;DANSKY RECORDS,89.545,0.745,-7.745,0.634
Socadona - Funk Remix,LUDMILLA;DJ Will22;Topo La Maskara;Mariah Angeliq;Mr. Vegas,135.021,0.756,-5.211,0.619
Recado,Gonzaguinha;Luiza Possi,144.033,0.454,-11.569,0.508
Troubles in Paradise,Hozho,127.014,0.762,-7.242,0.177
Sa Re Ga Ma,Niranj Suresh,170.059,0.78,-8.766,0.24
Apna Time Aayega,Ranveer Singh;Dub Sharma;DIVINE,95.054,0.618,-8.552,0.513
Quando a Minha Vida Vai Começar? - Reprise 1,Sylvia Salustti,105.458,0.191,-13.765,0.139
The Rob Konrad Story,Steve Rannazzisi,98.384,0.906,-5.042,0.438
Quando Deus Se Cala,Voz da Verdade,139.5,0.559,-6.335,0.319
Bedroom Talk - LIVE,Official HIGE DANdism,76.429,0.607,-10.992,0.558
踊る人たち,Hanare Gumi,94.933,0.24,-13.851,0.508
Eu Acho que Não (Versão Grave),Os Barões Da Pisadinha,172.11,0.856,-6.701,0.625
Kyrie,Yoshihisa Hirano,65.004,0.239,-11.987,0.0398
Sweet Refrain,Perfume,140.051,0.977,-2.591,0.41
Still Life,De Moi,135.893,0.0448,-28.218,0.0565
Joy of Little Things,When Chai Met Toast,100.155,0.611,-5.786,0.208
Ain't No Reason,Brett Dennen,146.06,0.358,-9.694,0.432
Stickup,Get Dead,160.025,0.837,-5.865,0.207
Natural Flavorings and Coloring,Kyle Kinane,128.571,0.661,-8.698,0.328
Rodovia - Ao Vivo,Vitinho,143.687,0.614,-6.643,0.571
One Big Moment,Orbital,110.034,0.789,-9.402,0.0736
A Horse with No Name,America,123.188,0.507,-17.18,0.831
Pagando Mal Com Mal / A Pessoa Certa - Ao Vivo,Vitor Limma;Junior Paixão,160.4,0.554,-7.54,0.489
Freesol (Dabin Remix),Seven Lions;Skyler Stonestreet;Dabin,170.013,0.667,-5.328,0.234
Libaas,Kaka,159.965,0.753,-3.112,0.906
Here Comes That Rainy Day Feeling Again,The Fortunes,120.932,0.695,-9.058,0.836
If I Ever Lose My Faith In You,Disturbed,173.861,0.562,-8.078,0.172
Nocturne in Paris,Tony Anderson,75.259,0.082,-21.568,0.0389
Devil Is on His Way,Joe Buck Yourself,115.104,0.78,-7.745,0.517
Anytime Woman - Remastered 2022,Eikichi Yazawa,130.107,0.742,-7.956,0.817
Recommence à zéro,Pogo Car Crash Control,73.487,0.87,-5.657,0.356
22,Gece,67.469,0.794,-4.417,0.338
It’s Alright,Buzz Fuzz;Bass-D;King Matthew,161.847,0.912,-7.069,0.181
Feitio de paixão - Ao vivo,Jorge Aragão,86.764,0.72,-10.114,0.722
No Diggity,Blackstreet;Dr. Dre;Queen Pen,88.634,0.646,-4.674,0.67
03h53 - Manger c'est tricher,Casseurs Flowters,83.346,0.805,-6.917,0.237
Isolation,Helen Jane Long,79.55,0.0504,-19.746,0.164
Distant Lover,Marvin Gaye,158.487,0.437,-9.106,0.465
Azukiiro No Kaori,Susumu Yokota,69.822,0.116,-18.776,0.068
Frequenzfett,Boris Brejcha,125.025,0.741,-11.836,0.458
Mad About The Boy,Dinah Washington,107.546,0.319,-7.87,0.255
Queen,HIRIE,149.988,0.601,-6.996,0.788
Panes,Anenon,120.228,0.444,-12.159,0.0376
熱帯魚の涙(version2016),Flower,167.977,0.799,-3.117,0.299
Christmas Time,Bryan Adams,77.321,0.582,-4.324,0.326
Varseop,Richard Devine,149.891,0.731,-7.431,0.229
Out Of Control,Hoobastank,157.872,0.973,-4.386,0.458
Skinnyman,Static-X,91.391,0.961,-5.707,0.792
Sweet Vampirous,Bleeding Through,106.436,0.933,-6.087,0.205
Bu Değildi,Onur Can Özcan,133.87,0.121,-17.448,0.52
Dengo Nego - Ao Vivo,Mumuzinho,160.115,0.844,-6.648,0.683
Surrounded (Fight My Battles),Bethel Music;Kari Jobe,129.682,0.208,-10.525,0.132
Sucio y Desprolijo - En Vivo Cosquín Rock,Pappo;Charly García,135.649,0.941,-5.749,0.399
Still (I Got Summer On My Mind) - FORTELLA Remix,JJ;FORTELLA,123.963,0.902,-6.068,0.408
Where No One Stands Alone (with Lisa Marie Presley),Elvis Presley;Lisa Marie Presley,136.751,0.291,-8.748,0.299
"Las Seis - Live From Santiago,Chile/1999",Joe Vasconcellos,121.097,0.893,-6.808,0.654
Brand New Key,The Dollyrots,173.032,0.808,-4.973,0.475
Optimista,Caloncho,122.955,0.479,-11.416,0.869
Khamoshiyan,Jeet Gannguli;Arijit Singh,143.892,0.521,-6.837,0.266
Medusa,Neo Pistea;0-600;CLUB HATS,135.003,0.726,-4.246,0.681
Run Rudolph Run,Chuck Berry,151.925,0.876,-5.662,0.949
Ella / La Enorme Distancia / Que Te Vaya Bonito / Vámonos,Los Poetas De La Guitarra,139.757,0.328,-6.089,0.451
El Tiburón Bebé Fantasma,Pinkfong,119.822,0.684,-2.32,0.748
Caspi Corral,Carlos Di Fulvio,82.236,0.303,-11.047,0.612
落花流水,Eason Chan,148.001,0.548,-7.632,0.274
Save Me,Smyang Piano,137.357,0.0771,-20.939,0.184
Up Deh,Bounty Killer,83.252,0.88,-6.724,0.89
Les contes d'Hoffmann: Barcarolle (Arr. for 2 Cellos and Piano),Jacques Offenbach;Raphaela Gromes;Wen-Sinn Yang;Julian Riem,132.44,0.142,-18.806,0.238
Desliga e Vem / Gamei / Gandaia (feat. Péricles & Chrigor) - Ao Vivo,Turma do Pagode;Péricles;Chrigor,80.024,0.745,-6.511,0.793
我真的受傷了,Ivana Wong,136.441,0.188,-12.494,0.241
Good for Me (feat. Anna Straker),Jay Pryor;Coldabank;Anna Straker,124.987,0.615,-7.217,0.411
Don't Be Cruel,Elvis Presley,84.967,0.675,-7.998,0.805
情歌,No Party For Cao Dong,133.564,0.337,-9.992,0.208
Same Guy,Jack Harlow;Adam Levine,93.505,0.586,-6.343,0.643
魔法,Myuk,88.004,0.634,-5.669,0.449
Sueños Vividos,Dulces Sueños,89.494,0.257,-17.361,0.0381
Hear Me Out - Extended Mix,Cosmic Gate;Diana Miro,122.997,0.916,-5.91,0.036
Hail Up The Lion,Ed Solo;Deekline,176.02,0.891,-6.856,0.537
"Благословляю Вас, Леса",Nikolay Kopylov,75.389,0.351,-11.02,0.116
"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel,78.99,0.676,-6.878,0.919
What Am I Doing There,George Jones,114.588,0.256,-14.003,0.315
童話,Michael Wong,136.028,0.405,-7.295,0.309
Subirusdoistiozin (Instrumental),Criolo,86.456,0.385,-7.672,0.448
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,127.949,0.769,-5.296,0.237
Urban Cowboy,Drunk Mums,133.051,0.685,-7.45,0.604
One Thousand Times Decapitation,Cattle Decapitation,149.787,0.966,-3.475,0.156
Virgem,Xamã;Bagua Records;Neo Beats,100.051,0.403,-7.567,0.609
Symphony Of Destruction,Megadeth,139.903,0.891,-5.452,0.51
Emoriô / Dia da Caça (Ao Vivo),Gilberto Gil;BaianaSystem,107.987,0.833,-8.648,0.724
Time Comes in Roses,Bess Atwell,122.885,0.244,-12.895,0.113
"Sonata for Piano and Violin in F, K.377: 2c. Variation 2",Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,90.957,0.126,-20.645,0.416
Já Sei,Zimbra,178.935,0.685,-6.139,0.646
Djefvulen,Lifvsleda,130.001,0.866,-7.781,0.122
Last Christmas,Jimmy Eat World,126.042,0.842,-6.152,0.715
"4 Impromptus, Op. 90, D. 899: IV. Allegretto - Trio",Franz Schubert;Yanica Hristova,67.716,0.0543,-24.681,0.0388
Infinity - Dubdogz & Bhaskar Edit,Dubdogz;Bhaskar,123.979,0.57,-8.589,0.575
Summer Of '69,Bryan Adams,138.834,0.908,-4.303,0.744
Double Bang 7,Leto,79.095,0.498,-9.263,0.198
Levitating,Dua Lipa,103.014,0.884,-2.278,0.914
The Passenger,Iggy Pop,134.88,0.889,-5.413,0.696
Village Hustle,Jungle Fire,120.102,0.874,-8.122,0.962
for the twin,Daisuke Tanabe,179.946,0.913,-8.694,0.649
Attila - Santo di patria... Allor che i forti corrono,Giuseppe Verdi;Vincenzo Ciliberti,178.113,0.553,-6.576,0.369
Los Dinosaurios - Live,Charly García,85.299,0.52,-13.33,0.286
Loved You Once,Clara Mae,77.724,0.436,-5.988,0.307
No Good,MORTEN,128.013,0.904,-4.376,0.202
Now He's Our Father (Reinterpretation),Hammock,75.48,0.326,-15.193,0.0387
You're Beautiful,James Blunt,81.998,0.479,-9.87,0.454
Confia em Mim,Onze:20,161.988,0.715,-6.279,0.638
Lost & Not Found - Dream Mclean Remix,Chase & Status;Louis Mattrs,139.981,0.94,-3.817,0.427
Somewhere Only We Know - BBC Steve Lamacq Session / 2003,Keane,172.031,0.574,-6.611,0.271
when the party's over - Slowed Remix,Chad Lawson,104.164,0.0191,-31.753,0.181
Kangal Irandal,James Vasanthan;Bellie Raj;Deepa Miriam,104.998,0.452,-8.325,0.661
The Rise of A.I.,XERXES THE DARK,80.052,0.405,-11.919,0.06
Until I Found You - Piano Version,Stephen Sanchez,95.451,0.148,-10.449,0.228
Make Some Noise - Julian Jumpin Perez Mix,Fast Eddie;Julian 'Jumpin' Perez,123.385,0.85,-6.502,0.567
A Swarm of Plagues,Naglfar,107.014,0.994,-4.666,0.0383
Is There Still Anything That Love Can Do? (Movie Edit),RADWIMPS,141.929,0.291,-7.144,0.378
Sweet Child O' Mine - Live,Slash;Myles Kennedy,128.795,0.941,-6.686,0.442
あんた飛ばしすぎ!!,Momoiro Clover Z,187.776,0.993,-1.361,0.415
"I'm Made Of Wax, Larry, What Are You Made Of? - Live In Switzerland",A Day To Remember,164.025,0.989,-4.192,0.156
Idiot - Version 2011,Michelle;Matthias Reim,129.993,0.826,-4.936,0.772
"Piano Concerto No. 23 in A, K.488: III. Allegro assai","Wolfgang Amadeus Mozart;Vladimir Horowitz;Orchestra Del Teatro Alla Scala, Milano;Carlo Maria Giulini",134.946,0.139,-19.982,0.342
Eyes On Me,Etherwood;Royalston,169.971,0.913,-3.689,0.0841
Kariveppila Akkiyo,Fejo,87.364,0.785,-4.667,0.491
Beginning Of Time,Nosferatu;Tha Playah,184.929,0.984,-1.319,0.378
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,92.988,0.606,-8.871,0.304
Madhava mamava deva,Kavya Ajit,134.274,0.371,-7.018,0.116
Problemón,Alvaro Diaz;Rauw Alejandro,91.99,0.737,-3.727,0.369
ugly,Timmies;Nineteen95,80.02,0.213,-8.266,0.109
Anxious Mind,TSHA;Clementine Douglas,139.985,0.886,-6.739,0.81
Kasoor,Prateek Kuhad,107.047,0.497,-7.175,0.444
Coytada,Linn da Quebrada,129.992,0.989,-2.722,0.455
The Gunner's Dream,Pink Floyd,132.667,0.284,-14.264,0.169
Beat the Devil's Tattoo,Black Rebel Motorcycle Club,96.528,0.909,-2.815,0.683
Parisienne Moonlight - Remastered,Anathema,169.922,0.452,-7.832,0.351
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit;Sean Paul;Anne-Marie,102.002,0.73,-4.729,0.792
I Saw Mommy Kissing Santa Claus,The Jackson 5,128.89,0.705,-8.169,0.64
If You Still Hate Me,Ill Niño,135.439,0.983,-2.848,0.0914
World's Best Friend,Original Cast of Amélie,172.213,0.274,-9.961,0.206
Valerie,Steve Winwood,116.269,0.766,-4.993,0.679
My Regrets,Traitors,90.009,0.991,-4.705,0.0685
Millions de Berrys,D.ACE;Negrito Senpai;Jewel Usain,125.958,0.546,-8.543,0.554
Rain on Car Roof,Rain Sounds,90.807,0.996,-19.941,0.0115
Loosu Pennae,Yuvan Shankar Raja;Silambarasan TR;Blaze,191.943,0.486,-7.987,0.535
Rise,Skillet,87.938,0.921,-3.892,0.381
Gangsta Gangsta,N.W.A.,98.104,0.698,-8.264,0.695
Leap Year,Greensky Bluegrass,139.053,0.657,-6.666,0.655
Shut Up and Dance,WALK THE MOON,128.038,0.866,-3.804,0.619
Edelweiss (Instrumental),Peter Sprague,205.935,0.107,-19.361,0.498
Glitch,Parkway Drive,106.049,0.87,-3.998,0.364
CLOSE MY EYES,INF1N1TE;Semidubs,74.645,0.957,-3.703,0.648
Fukboi,Badflower,182.131,0.933,-3.111,0.484
"Autism, My Sister Kate",Kathleen Madigan,82.399,0.849,-5.295,0.463
Too Drunk to Meet Jimmy Buffett,Jesse Rice,132.015,0.663,-6.035,0.82
Naber,Vio;Modd,130.049,0.603,-5.954,0.173
Annihilation - Radio Edit,RoelBeat;Goodiny,118.008,0.779,-7.91,0.25
Behold,Phil Wickham;Anne Wilson,146.97,0.566,-7.451,0.338
Cada Martes,División Minúscula,97.35,0.921,-4.771,0.49
"Piano Sonata No. 14 in C Minor, K. 457: II. Adagio",Wolfgang Amadeus Mozart;Ingrid Haebler,67.483,0.0223,-27.507,0.279
Slow Song,The Knocks;Dragonette,123.014,0.743,-3.251,0.843
Мой костёр,Vadim Kozin,80.104,0.152,-11.775,0.342
Close is best,Sail & Weep,79.964,0.213,-9.424,0.174
The Beautiful People,Marilyn Manson,144.037,0.948,-4.938,0.786
Sincera - Ao Vivo,Art Popular,93.04,0.775,-7.948,0.941
The End,Ignotus,140.147,0.537,-14.06,0.454
I Belong To You,Love Unlimited,94.866,0.405,-12.279,0.625
Back In Black,AC/DC,188.386,0.7,-5.678,0.763
Desert Storm,Orbital,171.813,0.755,-16.916,0.808
UN DIA (ONE DAY),J Balvin;Dua Lipa;Bad Bunny;Tainy,168.124,0.695,-8.244,0.402
505,Arctic Monkeys,140.266,0.866,-5.822,0.248
Don’t Go (with Justin Bieber & Don Toliver),Skrillex;Justin Bieber;Don Toliver,75.05,0.695,-5.22,0.359
シルエット,KANA-BOON,91.481,0.934,-2.685,0.384
Acuérdate De Mí,Morat,184.446,0.517,-6.124,0.287
NO BYSTANDERS,Travis Scott,147.045,0.811,-3.225,0.426
Move It On Over,Hank Williams;Drifting Cowboys,83.481,0.374,-11.203,0.923
Run To You,Bryan Adams,126.417,0.863,-4.704,0.646
Superstar,Pegboy,97.768,0.955,-6.344,0.718
Alone with You,Canyon City,86.664,0.274,-12.565,0.207
Worst Day,ILLENIUM;MAX,155.002,0.839,-2.951,0.576
Turn and Burn,The Budos Band,116.012,0.833,-7.373,0.652
Too Tired,Smartface,77.997,0.252,-9.816,0.495
Space Raiders - Charlotte de Witte Remix,Eats Everything;Charlotte de Witte,131.997,0.731,-10.865,0.0598
future diary (feat. Jomie & Skinny Atlas),Powfu;Jomie;Skinny Atlas,86.993,0.572,-6.439,0.671
Purple Snowflakes,Marvin Gaye,109.403,0.481,-9.347,0.78
big,Koi,84.979,0.415,-8.262,0.635
17 - Slowed + reverb,Shiloh Dynasty,140.502,0.24,-12.996,0.171
O Leão,Damares;Canção & Louvor,75.891,0.749,-5.147,0.573
Nach Baliye,Shankar;Ehsaan;Loy;Shankar Mahadevan;Sowmya Raoh;Loy Mendonsa;Gulzar,133.889,0.916,-5.313,0.394
Scheißkerl,Michelle,129.886,0.877,-4.466,0.549
Mujer Amante,Rata Blanca,115.357,0.649,-10.205,0.567
Gamzedeyim Deva Bulmam,Müzeyyen Senar,143.52,0.441,-7.625,0.328
To Proste Tak (Tom Socket Remix),Mirage & Yoko;Tom Socket,130.024,0.839,-6.854,0.837
How We Party,R3HAB;VINAI,127.964,0.99,-1.888,0.208
Twilight,Jon Kennedy,93.502,0.512,-12.917,0.388
Ring,Kiprich,191.883,0.892,-6.502,0.909
Childhood's End,Satoshi Imano,127.001,0.585,-9.595,0.104
Coração De Papel,Josué Bom de Faixa,158.012,0.822,-2.324,0.729
Who & Dem,Intence;Zimi,109.962,0.798,-5.543,0.834
Manzil,Anupam Roy,116.028,0.67,-6.494,0.701
"Moth To A Flame (with The Weeknd, Moojo) - Moojo Remix",Swedish House Mafia;The Weeknd;Moojo,121.996,0.915,-7.549,0.109
Scars leave beautiful trace,"Car, the garden",82.024,0.535,-6.676,0.21
Christmas Got Colder,Anson Seabra,81.37,0.274,-9.831,0.471
Protection,Alcest,145.627,0.901,-8.03,0.171
Palma - Original Mix,Aril Brikha,126.004,0.917,-13.125,0.758
Mr Loverman,Ricky Montgomery,130.033,0.526,-6.697,0.488
"Midnight Club Tracks II, Pt. 1",Surgeon,133.989,0.983,-6.204,0.37
Based On A True Story...,Confess,86.076,0.506,-12.867,0.055
Fire Power,Audiofreq,99.971,0.992,-1.792,0.266
Black Adam Spotted,Lorne Balfe,130.596,0.606,-13.294,0.0768
Kaia (ASOT 1090) [Trending Track],Bryan Kearney,137.974,0.989,-7.107,0.0978
Nanbane,Yuvan Shankar Raja;Madhushree,102.659,0.306,-6.325,0.262
Burning Love,The Carburetors,88.764,0.883,-7.354,0.489
Mama Laudaaa,Partynator,140.072,0.884,-4.742,0.563
Esgalduin,Little Symphony,92.904,0.129,-23.333,0.182
Cachaça,Mukeka di Rato,87.293,0.99,-3.769,0.37
Hantam Prasangka Buruk,Straight Answer,104.069,0.998,-3.415,0.154
Still Loving You (2015 - Remaster),Scorpions,103.29,0.597,-4.128,0.0746
Me Lembro (feat. Gabriela Rocha),Kemuel;Gabriela Rocha,79.111,0.59,-7.291,0.113
Beyond The Veil (feat. JT Roach),Seven Lions;JT Roach,110.016,0.842,-8.0,0.0385
Perder para Encontrar,Benny,102.869,0.783,-7.43,0.658
Jackie Chan,Tiësto;Dzeko;Preme;Post Malone,128.005,0.834,-2.867,0.687
Tell Me,Dick & Dee Dee,102.095,0.408,-9.774,0.479
Não Valeria,Kemuel,136.035,0.95,-6.071,0.319
Feel a Vibe,Layton Giordani,131.009,0.927,-6.861,0.0519
Bruised,Jack's Mannequin,135.82,0.94,-4.594,0.39
My Ruin,Sevendust,82.477,0.72,-7.925,0.533
Woe Is Me - Reprise,25th Annual Putnam County Spelling Bee Original Cast,94.626,0.0752,-13.282,0.357
Say U Will feat. Dajae - Original Mix,Cajmere;Dajae,123.979,0.471,-9.568,0.476
My Other Side,Taba Chake,108.049,0.244,-10.319,0.448
True Skool,Coldcut;Roots Manuva,104.953,0.838,-7.085,0.695
Bocat - Michael Bibi Remix,Guy Gerber;Albertina;Michael Bibi,126.997,0.766,-6.425,0.599
Pasarela,Ñejo & Dalmata,95.004,0.821,-6.143,0.526
Salió El Sol,Don Omar,109.976,0.708,-5.915,0.965
Зеленая карета,Elena Kamburova,118.811,0.213,-17.459,0.139
Nandi Allathonnumilla,Kester,169.831,0.504,-7.132,0.452
Baby (You've Got What It Takes),Dinah Washington;Brook Benton,132.192,0.668,-8.36,0.77
Tomorrow Never Knows - Remastered 2009,The Beatles,125.887,0.829,-6.105,0.0534
New Americana,Halsey,173.993,0.707,-5.121,0.359
Alter Ego,NTO,123.003,0.534,-9.327,0.271
Boavista - Innellea's Arp Attachement,Stephan Bodzin;Innellea,123.995,0.773,-7.786,0.138
Repulsion,Dinosaur Jr.,145.744,0.967,-3.953,0.798
hammer,"nothing,nowhere.",179.928,0.78,-7.253,0.26
Everything but You,Clean Bandit;A7S,124.977,0.764,-5.301,0.471
Don't Leave 2.0 (Until The Ribbon Breaks Remix),Faithless,73.493,0.52,-6.238,0.458
Soldier's Eyes,Jack Savoretti,109.965,0.289,-12.404,0.415
Anlamı Yok,Şanışer;Sokrat St,173.544,0.826,-4.841,0.576
Sirion,Little Symphony,95.325,0.43,-26.167,0.362
Khayaal,Arijit Anand;Ankita Barwad,110.022,0.326,-11.575,0.556
Peut-être a-t-il rêvé?,Raphaël,90.069,0.378,-8.863,0.249
The Valley of the Pagans,Gorillaz;Beck,130.034,0.856,-5.802,0.94
The Joker,Steve Miller Band,83.293,0.448,-9.616,0.796
Kendimce,Sezen Aksu,127.989,0.513,-6.596,0.903
Forever And For Always,Shania Twain,85.984,0.722,-4.806,0.529
Kings of Metal,Manowar,132.128,0.881,-13.012,0.692
Land of Confusion,Disturbed,114.919,0.991,-3.703,0.324
Strasznie już być tym królem chcę,Paweł Szymański;Pola Pilat;Piotr Polk,197.599,0.778,-6.309,0.683
Das Wunder der Persönlichkeit,Böhse Onkelz,136.114,0.669,-12.087,0.632
Осенние листья,Надежда Обухова;Матвей Сахаров,74.017,0.0665,-20.983,0.159
Dimmer Switch,Miso Colt,74.993,0.328,-16.933,0.288
Hopscotch,Koo Koo Kanga Roo,130.045,0.977,-4.709,0.967
Dry Martini - Remastered 2022,Eikichi Yazawa,123.912,0.71,-6.972,0.487
Victoria’s Secret,Jax,167.018,0.556,-7.639,0.517
What A Diff'rence A Day Made,Dinah Washington,93.575,0.117,-17.803,0.166
Watermelon Sugar,Harry Styles,95.39,0.816,-4.209,0.557
"Violin Concerto No. 3 in F Major, RV 293 ""Autumn"": II. Largo",Antonio Vivaldi;Renato Fasano;Luigi Ferro;I virtuosi di Roma,116.868,0.0258,-34.634,0.0355
Creep,Radiohead,91.844,0.43,-9.935,0.104
Rus,Lill Lindfors,118.446,0.697,-10.563,0.895
Enchanted Valley,Aine Minogue,85.495,0.0955,-18.601,0.0831
Si Supieras,Daddy Yankee;Wisin & Yandel,184.018,0.894,-1.681,0.623
She Doesn't Mind,Sean Paul,120.01,0.795,-4.765,0.597
Mind Dimension - Kölsch Remix,Tiga;Kölsch,125.985,0.804,-8.333,0.0453
Madame Ivonne (with Leopoldo Federico y Su Orquesta),Julio Sosa;Leopoldo Federico y su Orquesta,110.572,0.661,-8.63,0.567
Rainbow Roller-Coaster,Acoustic Syndicate,96.833,0.558,-9.534,0.58
Pródigo,Casa Worship;Léo Brandão;MOVER,83.17,0.613,-8.874,0.16
Amor No Te Guardo Rencor,Sonia Rivas,119.938,0.548,-10.52,0.842
Away in a Manger (Remastered 2014),Traditional;Royal Philharmonic Orchestra,80.987,0.215,-17.766,0.104
Kabira,Jubin Nautiyal;Raaj Aashoo,97.676,0.627,-7.027,0.451
To Infiinity,Ocoeur,76.95,0.303,-12.752,0.035
メランコリニスタ,YUKI,114.839,0.842,-4.446,0.625
Ruin My Life,Zara Larsson,124.985,0.71,-4.998,0.613
Não Termina Assim,Dead Fish,103.68,0.951,-5.081,0.718
The Next in Line,Swingin' Utters,181.104,0.863,-6.17,0.557
"Hey, wir woll'n die Eisbären seh'n - Original Mix",Sound Convoy,124.058,0.95,-5.291,0.709
Demon Speeding,Rob Zombie,133.984,0.809,-4.001,0.409
Nothing Really Matters,Tiësto;Becky Hill,123.039,0.842,-4.079,0.681
MAIN STREET ELECTRICAL PARADE,BiSH,109.971,0.995,-4.777,0.158
Cansei / Sem Perceber - Ao Vivo,Vitinho,151.895,0.668,-7.993,0.72
"God, His Son And Holy Whore",Amon Amarth,199.951,0.99,-3.845,0.0359
Jingle Bell Rock,Blake Shelton,129.941,0.736,-5.222,0.595
Sacale Punta,Edgardo Donato,93.028,0.334,-11.446,0.964
Rock Nena Linda (Rock Pretty Baby),Los Teen Tops,95.273,0.641,-6.825,0.919
Tie Me Down (with Elley Duhé),Gryffin;Elley Duhé,98.976,0.845,-2.292,0.322
In Bloom,Sturgill Simpson,78.366,0.366,-8.98,0.267
Vem - Ao Vivo,Nívea Soares;Gabriela Rocha,144.037,0.65,-9.241,0.226
Tied Up,LFO,109.994,0.98,-4.933,0.405
yaadein,Zaeden;AAKASH,170.136,0.508,-8.325,0.408
Naani Naani,WowKidz,89.962,0.362,-9.317,0.642
My Peace of Heaven,Ten City,121.473,0.723,-12.277,0.74
Baby Shark,Desmond Dennis,150.906,0.626,-9.211,0.878
Searching,Jlyricz,204.128,0.424,-6.649,0.596
Ay No!,Nonpalidece,76.014,0.519,-11.246,0.681
Lied der Freiheit,Nana Mouskouri;Alain Goraguer Et Son Orchestre,104.224,0.297,-12.543,0.172
Good Night,Oatmello;Late Era,122.064,0.165,-14.879,0.189
I Feel Good (feat. Bunga),Pink Sweat$;Bunga,105.981,0.744,-4.744,0.65
My Dad Is the B.T.K.,Night Birds,108.086,0.951,-5.118,0.704
Recharged,DJ Isaac,147.905,0.965,-2.988,0.271
Caballero,Moderatto;KAROL G,93.08,0.853,-4.207,0.74
The Presence Is Ominous,Borknagar,130.919,0.856,-4.534,0.163
Sünderlein,Brings,128.985,0.904,-2.876,0.478
白日 - ちゅうおん2021 Live ver.,Shiritsu Ebisu Chugaku,93.0,0.736,-5.913,0.189
Just The Two Of Us,Andrew Foy;Renee Foy,90.865,0.083,-23.665,0.597
The Money Bunny,The Jamborees,170.12,0.431,-14.856,0.369
Mad About You,Hooverphonic,170.358,0.844,-4.352,0.155
Won't You Sometimes Think Of Me,Hank Williams,139.386,0.195,-12.673,0.532
Mayhem,Halestorm,172.822,0.982,-3.979,0.401
In Your Eyes,Robin Schulz;Alida,120.018,0.672,-5.888,0.461
"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Faith Hill,110.241,0.333,-9.876,0.0815
The Hampster Dance Song,Electric Slide Music Makers,136.019,0.823,-9.605,0.889
Control (feat. Sirius Trema),Synapson;Sirius Trema,117.086,0.834,-6.942,0.377
Long Haul,Ian Munsick,141.881,0.627,-7.851,0.296
"Saul, HWV 53: Dead March",George Frideric Handel;London Early Opera;Bridget Cunningham,134.455,0.00699,-30.087,0.0728
God Is Dead (Meet The Kids),British India,125.482,0.834,-4.792,0.272
Reuben's Train,Foghorn Stringband,142.79,0.711,-4.941,0.721
O Come All Ye Faithful,Weezer,121.907,0.818,-6.076,0.769
